Year,MO,DY,T2MDEW,PRECTOTCORR,PS,WD10M,TS,WS10M_RANGE,T2M,SSM,SUSM,SUSMA,SSMA,SMP
2018,1,11,19.22,0.04,95.93,68.62,25.06,2.8,23.94,5.51,42.1,-0.15,-0.16,0.26
2018,1,12,17.62,0.0,95.87,72.12,25.36,3.72,24.3,5.22,40.82,-0.15,-0.2,0.25
2018,1,13,15.87,0.0,95.82,69.75,23.54,3.65,23.04,4.94,39.53,-0.16,-0.25,0.24
2018,1,14,14.35,0.0,95.86,57.44,23.51,3.2,22.69,4.82,38.34,-0.17,-0.24,0.23
2018,1,15,15.51,0.0,95.86,68.12,24.13,3.05,23.15,4.71,37.15,-0.17,-0.24,0.22
2018,1,16,16.62,0.0,95.75,60.0,24.55,2.49,23.49,4.6,35.96,-0.18,-0.23,0.22
2018,1,17,15.7,0.0,95.76,75.19,23.96,4.12,22.94,4.47,34.94,-0.19,-0.24,0.21
2018,1,18,12.55,0.0,95.8,58.44,22.26,3.77,21.31,4.34,33.91,-0.19,-0.24,0.21
2018,1,19,13.15,0.0,95.85,60.5,21.85,3.2,20.75,4.21,32.89,-0.2,-0.25,0.2
2018,1,20,12.86,0.0,95.81,69.19,22.36,2.73,21.15,4.09,31.91,-0.2,-0.25,0.19
2018,1,21,12.69,0.0,95.71,59.81,22.26,2.66,21.15,3.98,30.94,-0.21,-0.25,0.19
2018,1,22,12.7,0.0,95.63,68.88,23.15,2.34,21.73,3.86,29.96,-0.22,-0.25,0.18
2018,1,23,15.11,0.0,95.59,100.94,24.56,2.0,22.76,3.77,29.16,-0.23,-0.26,0.18
2018,1,24,16.2,0.0,95.52,101.88,25.3,2.26,23.66,3.68,28.37,-0.24,-0.27,0.17
2018,1,25,13.55,0.0,95.46,108.31,25.01,2.97,23.87,3.59,27.57,-0.26,-0.28,0.17
2018,1,26,12.73,0.0,95.58,60.56,24.15,2.46,22.86,3.5,26.82,-0.27,-0.28,0.16
2018,1,27,13.78,0.0,95.6,58.06,24.42,2.66,22.93,3.42,26.08,-0.29,-0.29,0.16
2018,1,28,14.15,0.0,95.68,53.06,24.77,3.15,23.21,3.33,25.34,-0.31,-0.3,0.15
2018,1,29,12.32,0.0,95.81,56.44,24.34,3.22,22.97,3.24,24.65,-0.32,-0.31,0.15
2018,1,30,12.33,0.0,95.83,57.69,24.43,3.02,23.03,3.14,23.97,-0.34,-0.32,0.15
2018,1,31,9.92,0.0,95.87,52.19,23.89,3.35,22.64,3.05,23.28,-0.36,-0.34,0.14
2018,2,1,8.13,0.0,95.86,63.19,23.35,2.99,22.24,2.98,22.69,-0.38,-0.34,0.14
2018,2,2,7.66,0.0,95.76,63.44,23.73,2.27,22.64,2.92,22.1,-0.39,-0.34,0.14
2018,2,3,8.65,0.0,95.78,65.5,23.12,2.64,21.76,2.86,21.51,-0.41,-0.35,0.13
2018,2,4,9.32,0.0,95.8,68.56,23.19,2.98,21.62,4.92,22.67,-0.2,0.86,0.15
2018,2,5,11.46,0.0,95.93,69.12,25.31,3.02,23.58,6.98,23.83,0.01,2.06,0.17
2018,2,6,16.99,0.2,95.91,82.88,26.93,3.51,24.95,9.04,24.99,0.21,3.27,0.18
2018,2,7,19.6,9.12,95.87,103.81,25.44,2.31,24.46,7.72,27.93,0.73,2.59,0.19
2018,2,8,18.27,0.95,95.75,75.5,25.98,1.79,24.93,6.41,30.87,1.25,1.92,0.2
2018,2,9,17.86,0.87,95.7,119.31,26.12,2.62,25.08,5.1,33.82,1.77,1.24,0.21
2018,2,10,16.69,0.04,95.83,85.19,24.67,2.62,24.01,4.72,32.99,1.74,1.02,0.2
2018,2,11,16.83,0.0,95.92,90.12,26.29,4.23,24.78,4.34,32.16,1.7,0.81,0.2
2018,2,12,16.66,0.0,96.03,81.44,24.9,2.4,23.7,3.96,31.33,1.67,0.59,0.19
2018,2,13,15.78,0.0,96.14,73.75,23.71,2.51,22.86,3.77,30.18,1.55,0.5,0.18
2018,2,14,15.95,0.0,96.17,70.38,23.39,3.24,22.71,3.59,29.03,1.43,0.4,0.18
2018,2,15,15.8,0.0,96.15,62.56,24.27,2.94,23.31,3.4,27.88,1.31,0.31,0.17
2018,2,16,13.39,0.0,96.07,69.75,24.54,2.77,23.61,3.28,26.8,1.18,0.24,0.16
2018,2,17,13.18,0.0,95.75,93.62,25.9,2.16,24.48,3.16,25.72,1.04,0.18,0.16
2018,2,18,11.94,0.0,95.68,93.62,26.51,4.53,24.85,3.04,24.64,0.91,0.11,0.15
2018,2,19,12.36,0.0,95.72,97.25,26.18,4.35,24.26,2.94,23.7,0.77,0.06,0.14
2018,2,20,13.4,0.0,95.71,61.44,26.59,4.22,24.8,2.85,22.77,0.63,-0.0,0.14
2018,2,21,11.94,0.0,95.61,67.12,26.22,4.63,24.62,2.75,21.84,0.49,-0.06,0.13
2018,2,22,10.36,0.0,95.57,87.56,26.31,4.02,24.72,2.68,21.06,0.39,-0.1,0.13
2018,2,23,10.16,0.0,95.64,64.56,25.98,3.9,24.3,2.61,20.29,0.28,-0.13,0.12
2018,2,24,12.02,0.0,95.79,83.12,26.73,3.34,24.48,2.54,19.51,0.17,-0.16,0.12
2018,2,25,13.14,0.0,95.8,77.06,27.41,3.44,25.34,2.49,18.91,0.1,-0.19,0.12
2018,2,26,12.98,0.0,95.71,74.75,28.23,3.38,26.0,2.44,18.31,0.02,-0.22,0.11
2018,2,27,10.32,0.0,95.66,69.31,28.1,4.62,26.24,2.39,17.72,-0.06,-0.25,0.11
2018,2,28,10.29,0.0,95.65,70.31,27.53,3.72,25.76,2.36,17.27,-0.13,-0.25,0.11
2018,3,1,9.88,0.0,95.61,73.25,27.7,3.42,25.8,2.33,16.82,-0.2,-0.26,0.1
2018,3,2,7.66,0.0,95.6,74.44,27.56,4.1,26.05,2.3,16.37,-0.27,-0.26,0.1
2018,3,3,4.19,0.0,95.54,82.62,27.85,3.46,26.26,2.3,16.12,-0.3,-0.26,0.1
2018,3,4,4.78,0.0,95.53,144.56,27.94,5.3,26.57,2.3,15.87,-0.34,-0.27,0.1
2018,3,5,6.5,0.0,95.61,73.44,27.62,3.42,25.86,2.3,15.62,-0.37,-0.28,0.1
2018,3,6,6.92,0.0,95.66,70.94,28.01,4.06,26.18,2.29,15.5,-0.39,-0.28,0.1
2018,3,7,10.04,0.0,95.65,126.94,28.49,3.79,26.48,2.28,15.39,-0.41,-0.29,0.1
2018,3,8,9.96,0.0,95.67,76.38,28.4,4.41,26.62,2.28,15.28,-0.43,-0.3,0.1
2018,3,9,11.13,0.0,95.7,75.88,28.2,4.52,26.55,2.32,15.22,-0.45,-0.29,0.1
2018,3,10,11.15,0.0,95.65,67.12,29.05,3.86,27.37,2.35,15.17,-0.46,-0.27,0.1
2018,3,11,12.76,0.0,95.71,73.0,28.65,4.84,26.89,2.39,15.12,-0.47,-0.26,0.1
2018,3,12,15.83,0.0,95.76,79.75,28.86,5.22,26.87,4.16,15.57,-0.42,0.44,0.11
2018,3,13,18.69,0.79,95.73,91.5,28.8,4.82,26.95,5.94,16.03,-0.37,1.14,0.12
2018,3,14,17.57,0.45,95.67,122.75,29.15,4.5,27.43,7.72,16.49,-0.32,1.84,0.13
2018,3,15,18.0,2.9,95.6,147.62,30.12,3.13,28.45,9.43,24.71,0.79,2.49,0.19
2018,3,16,19.94,2.1,95.51,160.88,29.92,1.34,28.13,11.15,32.94,1.89,3.14,0.24
2018,3,17,20.14,11.67,95.6,129.81,26.01,5.59,25.19,12.86,41.16,3.0,3.78,0.29
2018,3,18,18.91,1.03,95.67,88.44,28.21,3.87,26.54,10.38,41.69,3.07,2.83,0.28
2018,3,19,15.74,0.04,95.79,88.31,28.37,3.9,26.64,7.9,42.22,3.14,1.88,0.27
2018,3,20,13.51,0.0,95.68,81.25,28.32,3.46,26.9,5.42,42.75,3.21,0.93,0.26
2018,3,21,13.44,0.0,95.59,157.12,30.02,2.3,27.99,5.11,41.25,3.0,0.81,0.25
2018,3,22,14.98,0.13,95.4,121.94,31.75,3.09,29.87,4.81,39.75,2.79,0.7,0.24
2018,3,23,15.2,0.37,95.35,138.62,32.68,3.42,30.56,4.51,38.25,2.58,0.58,0.23
2018,3,24,15.36,0.1,95.54,120.0,32.4,3.7,30.3,4.2,36.33,2.3,0.45,0.22
2018,3,25,14.49,0.0,95.74,103.75,31.08,5.32,29.03,3.88,34.41,2.02,0.32,0.21
2018,3,26,11.54,0.0,95.79,78.38,30.44,4.99,28.56,3.56,32.49,1.75,0.19,0.2
2018,3,27,12.33,0.0,95.66,139.19,31.44,3.84,29.14,3.95,31.12,1.55,0.31,0.19
2018,3,28,16.46,0.0,95.59,140.75,33.63,3.7,30.5,4.34,29.76,1.35,0.43,0.18
2018,3,29,17.4,0.0,95.54,197.12,32.97,2.79,30.8,4.72,28.4,1.16,0.55,0.18
2018,3,30,18.16,0.51,95.5,161.88,32.14,1.8,30.21,4.47,28.57,1.14,0.49,0.18
2018,3,31,18.57,1.13,95.45,169.69,30.27,2.04,29.12,4.22,28.75,1.13,0.42,0.18
2018,4,1,17.88,0.74,95.41,136.88,32.3,3.77,29.97,3.97,28.92,1.12,0.36,0.18
2018,4,2,17.42,0.21,95.52,130.0,32.62,3.69,30.14,3.64,27.86,0.98,0.21,0.17
2018,4,3,17.05,0.99,95.48,123.75,33.22,4.05,30.45,3.3,26.79,0.84,0.07,0.16
2018,4,4,15.42,0.01,95.35,101.88,33.4,3.91,30.7,2.97,25.73,0.71,-0.07,0.16
2018,4,5,16.18,0.0,95.33,124.06,31.26,3.94,29.13,2.88,24.59,0.57,-0.11,0.15
2018,4,6,14.95,0.0,95.39,117.12,31.68,3.72,29.53,2.8,23.45,0.43,-0.15,0.14
2018,4,7,15.94,0.0,95.5,124.0,31.88,4.88,29.5,2.71,22.31,0.29,-0.19,0.14
2018,4,8,16.48,0.01,95.56,108.88,31.29,5.91,29.08,2.66,21.47,0.18,-0.22,0.13
2018,4,9,17.5,0.04,95.59,99.88,31.3,3.92,28.86,2.62,20.63,0.08,-0.25,0.13
2018,4,10,17.39,0.12,95.5,96.5,31.39,5.16,29.09,2.57,19.79,-0.03,-0.28,0.12
2018,4,11,18.07,0.44,95.49,104.31,32.01,4.32,29.63,2.56,19.26,-0.09,-0.29,0.12
2018,4,12,17.98,0.0,95.39,109.5,33.33,5.24,30.54,2.55,18.73,-0.15,-0.3,0.12
2018,4,13,18.2,0.06,95.47,126.62,33.27,4.48,30.65,2.54,18.2,-0.22,-0.31,0.11
2018,4,14,18.42,1.02,95.42,122.19,34.22,6.63,31.11,2.5,17.91,-0.25,-0.34,0.11
2018,4,15,19.69,0.87,95.51,140.56,32.65,3.39,30.07,2.46,17.62,-0.29,-0.36,0.11
2018,4,16,19.35,0.96,95.56,131.62,33.36,4.41,30.6,2.42,17.33,-0.33,-0.39,0.11
2018,4,17,17.55,0.0,95.58,125.75,34.28,3.91,31.49,2.46,17.09,-0.36,-0.39,0.11
2018,4,18,16.23,0.0,95.52,145.0,35.27,3.7,32.15,2.48,16.86,-0.4,-0.39,0.1
2018,4,19,16.83,0.08,95.38,164.25,34.9,4.22,32.12,2.52,16.62,-0.43,-0.4,0.1
2018,4,20,17.63,1.0,95.37,131.5,34.23,2.75,31.74,2.5,16.66,-0.44,-0.41,0.1
2018,4,21,18.37,2.41,95.37,143.69,34.14,3.39,31.62,2.5,16.7,-0.45,-0.42,0.1
2018,4,22,18.12,1.67,95.38,148.62,35.25,2.66,32.19,2.48,16.73,-0.46,-0.44,0.1
2018,4,23,17.23,0.16,95.4,148.56,35.29,3.88,32.41,2.49,16.71,-0.48,-0.46,0.1
2018,4,24,16.44,0.22,95.42,148.12,35.61,4.3,32.48,2.49,16.69,-0.5,-0.49,0.1
2018,4,25,17.85,0.39,95.36,125.94,35.0,3.31,32.08,2.49,16.66,-0.52,-0.51,0.1
2018,4,26,18.69,1.58,95.3,142.5,34.47,2.88,31.71,2.9,16.52,-0.55,-0.43,0.11
2018,4,27,18.76,0.2,95.43,126.44,33.07,3.98,30.96,3.3,16.37,-0.58,-0.36,0.11
2018,4,28,18.48,0.0,95.53,120.31,33.5,3.62,30.92,3.7,16.23,-0.62,-0.28,0.11
2018,4,29,17.68,0.0,95.4,155.19,35.14,4.15,32.14,4.54,18.31,-0.53,-0.16,0.12
2018,4,30,20.26,11.19,95.29,215.12,33.3,4.82,31.4,5.37,20.39,-0.44,-0.04,0.14
2018,5,1,22.23,12.38,95.37,241.44,30.48,2.35,29.48,6.2,22.47,-0.36,0.08,0.16
2018,5,2,22.56,1.75,95.38,236.38,29.54,1.78,28.98,5.51,24.47,-0.31,-0.08,0.16
2018,5,3,21.73,6.66,95.41,166.44,29.97,3.12,29.12,4.82,26.48,-0.26,-0.24,0.17
2018,5,4,21.4,8.6,95.48,129.94,29.18,2.36,28.03,4.14,28.48,-0.2,-0.4,0.18
2018,5,5,20.62,0.87,95.57,135.5,30.23,3.0,28.55,4.74,28.3,-0.25,-0.33,0.18
2018,5,6,20.71,1.49,95.58,156.06,31.19,1.91,29.28,5.34,28.12,-0.3,-0.26,0.18
2018,5,7,21.01,1.42,95.46,191.5,30.66,2.75,29.08,5.94,27.94,-0.35,-0.18,0.19
2018,5,8,21.62,4.71,95.4,242.75,28.03,2.07,27.31,6.14,30.18,-0.31,-0.18,0.2
2018,5,9,21.11,4.02,95.51,208.38,27.46,3.24,26.62,6.35,32.42,-0.27,-0.18,0.21
2018,5,10,21.43,6.77,95.6,180.94,28.12,3.12,26.82,6.55,34.66,-0.23,-0.17,0.23
2018,5,11,22.23,9.31,95.51,205.75,27.78,1.71,27.15,6.65,35.37,-0.25,-0.21,0.23
2018,5,12,21.47,1.54,95.42,256.69,28.94,1.32,27.97,6.74,36.08,-0.26,-0.24,0.24
2018,5,13,21.26,3.1,95.4,207.88,29.47,1.95,28.37,6.83,36.79,-0.28,-0.27,0.24
2018,5,14,21.38,2.6,95.44,136.5,28.12,1.75,27.66,6.44,37.09,-0.32,-0.36,0.24
2018,5,15,18.73,2.23,95.45,138.88,26.5,3.84,25.72,6.04,37.38,-0.35,-0.46,0.24
2018,5,16,19.25,3.81,95.31,201.5,28.55,2.85,27.38,5.64,37.68,-0.39,-0.55,0.24
2018,5,17,20.59,4.1,95.28,155.81,29.33,2.52,28.14,7.3,38.31,-0.42,-0.33,0.25
2018,5,18,21.14,1.86,95.23,195.81,29.65,2.3,28.48,8.96,38.94,-0.45,-0.12,0.26
2018,5,19,20.99,5.91,95.17,192.56,30.83,1.16,29.59,10.62,39.57,-0.48,0.1,0.28
2018,5,20,21.55,2.74,95.18,170.38,30.38,2.81,29.15,10.85,43.24,-0.41,0.09,0.3
2018,5,21,21.44,7.14,95.24,119.25,30.67,1.3,29.55,11.08,46.91,-0.34,0.08,0.32
2018,5,22,21.14,1.79,95.26,168.25,29.94,3.41,28.75,11.32,50.58,-0.27,0.07,0.34
2018,5,23,21.12,3.84,95.19,115.69,30.62,2.0,29.12,12.14,54.6,-0.19,0.19,0.37
2018,5,24,21.58,3.62,95.08,170.31,29.69,2.84,28.85,12.97,58.62,-0.1,0.31,0.4
2018,5,25,22.71,27.45,95.08,152.25,27.47,2.88,26.9,13.79,62.64,-0.02,0.43,0.42
2018,5,26,21.83,1.9,95.1,151.31,27.98,5.24,27.15,12.71,64.22,0.01,0.24,0.43
2018,5,27,22.12,2.29,95.09,137.88,27.76,3.45,26.96,11.64,65.8,0.02,0.05,0.43
2018,5,28,22.6,0.52,94.94,130.94,27.3,2.34,26.66,10.56,67.38,0.04,-0.14,0.43
2018,5,29,21.47,0.2,94.96,262.56,28.42,2.88,27.72,11.82,67.0,0.01,0.09,0.44
2018,5,30,22.49,2.92,94.99,295.25,29.26,4.3,28.41,13.09,66.62,-0.02,0.33,0.44
2018,5,31,22.63,0.35,95.11,213.31,29.22,3.54,28.4,14.36,66.24,-0.06,0.56,0.44
2018,6,1,22.64,11.24,95.27,203.56,27.96,3.34,27.8,13.89,69.43,0.05,0.48,0.46
2018,6,2,21.74,1.96,95.25,226.38,28.99,2.09,28.21,13.42,72.63,0.17,0.41,0.48
2018,6,3,22.85,9.33,95.23,247.81,25.94,4.66,25.51,12.96,75.83,0.28,0.33,0.49
2018,6,4,22.34,2.12,95.15,271.94,26.65,3.25,26.22,12.1,75.62,0.28,0.19,0.48
2018,6,5,21.4,3.57,95.17,254.06,27.91,1.8,27.22,11.24,75.41,0.28,0.05,0.48
2018,6,6,20.13,2.74,95.35,260.69,27.27,2.87,26.9,10.38,75.19,0.28,-0.08,0.47
2018,6,7,20.73,1.41,95.29,257.06,26.7,5.66,26.48,10.19,73.53,0.23,-0.13,0.46
2018,6,8,20.08,0.21,95.11,255.94,27.63,6.06,26.94,10.0,71.87,0.18,-0.17,0.45
2018,6,9,20.14,1.09,95.02,264.25,26.64,5.22,26.46,9.81,70.21,0.12,-0.21,0.44
2018,6,10,20.76,0.6,95.14,262.31,27.3,5.3,26.94,9.27,68.1,0.05,-0.3,0.43
2018,6,11,21.75,0.99,95.22,258.0,27.49,5.28,27.27,8.73,65.99,-0.03,-0.38,0.41
2018,6,12,21.49,0.14,95.21,255.75,27.57,4.48,27.28,8.18,63.89,-0.1,-0.47,0.4
2018,6,13,21.15,0.34,95.25,254.12,27.77,4.7,27.3,8.02,61.93,-0.17,-0.49,0.39
2018,6,14,18.37,0.81,95.31,270.94,27.92,4.14,27.26,7.86,59.98,-0.24,-0.51,0.37
2018,6,15,18.09,1.47,95.35,273.94,28.51,3.34,27.59,7.7,58.02,-0.3,-0.54,0.36
2018,6,16,17.24,1.77,95.46,276.56,27.83,3.7,27.15,7.39,55.95,-0.37,-0.58,0.35
2018,6,17,16.96,0.57,95.45,270.56,27.87,4.46,26.88,7.08,53.87,-0.44,-0.62,0.34
2018,6,18,17.13,0.46,95.35,264.69,28.02,6.47,27.05,6.78,51.8,-0.51,-0.66,0.32
2018,6,19,19.96,0.04,95.27,252.19,28.66,5.6,27.48,6.79,50.25,-0.55,-0.63,0.31
2018,6,20,20.86,0.0,95.24,241.44,27.71,5.29,26.96,6.8,48.7,-0.59,-0.6,0.31
2018,6,21,20.78,2.75,95.22,239.5,27.09,4.53,26.47,6.82,47.15,-0.64,-0.57,0.3
2018,6,22,19.11,0.16,95.21,262.56,27.61,3.8,26.7,6.48,45.94,-0.67,-0.63,0.29
2018,6,23,19.19,1.82,95.19,265.0,27.96,3.4,26.85,6.15,44.72,-0.7,-0.68,0.28
2018,6,24,18.77,0.16,95.28,272.38,27.94,4.16,27.11,5.82,43.51,-0.73,-0.73,0.27
2018,6,25,17.47,0.05,95.25,271.06,27.93,4.06,27.06,5.9,42.38,-0.75,-0.7,0.27
2018,6,26,18.9,2.75,95.15,269.75,27.97,5.68,26.9,5.98,41.26,-0.78,-0.66,0.26
2018,6,27,20.0,7.75,95.08,257.44,27.28,5.28,26.69,6.07,40.13,-0.81,-0.63,0.26
2018,6,28,19.86,0.19,95.19,249.12,26.77,5.62,26.1,8.16,41.13,-0.73,-0.15,0.27
2018,6,29,19.33,0.56,95.21,267.12,27.01,2.93,26.34,10.25,42.12,-0.65,0.32,0.29
2018,6,30,18.77,2.01,95.28,281.5,27.93,2.35,27.0,12.35,43.12,-0.57,0.8,0.3
2018,7,1,19.87,24.11,95.33,260.75,27.47,3.12,26.85,10.63,45.82,-0.4,0.4,0.31
2018,7,2,20.51,22.41,95.3,272.69,26.61,2.84,26.07,8.91,48.53,-0.24,0.01,0.32
2018,7,3,20.17,4.99,95.36,275.25,25.93,2.59,25.63,7.2,51.24,-0.07,-0.38,0.32
2018,7,4,20.14,0.0,95.38,280.62,27.38,2.91,26.75,6.85,49.68,-0.15,-0.45,0.31
2018,7,5,19.26,0.0,95.35,278.12,27.5,3.59,26.79,6.51,48.13,-0.23,-0.51,0.3
2018,7,6,19.86,0.35,95.26,278.12,27.26,4.23,26.61,6.16,46.58,-0.32,-0.58,0.29
2018,7,7,19.69,0.11,95.15,266.62,27.15,6.27,26.3,6.17,45.52,-0.37,-0.57,0.28
2018,7,8,20.38,0.23,95.1,270.56,27.12,6.44,26.61,6.18,44.46,-0.42,-0.56,0.28
2018,7,9,20.73,2.99,95.13,250.31,26.3,5.2,25.86,6.19,43.41,-0.47,-0.55,0.27
2018,7,10,20.87,4.81,95.24,249.88,25.74,4.5,25.38,5.99,42.82,-0.49,-0.57,0.27
2018,7,11,20.76,3.32,95.25,255.88,25.59,5.19,25.37,5.78,42.23,-0.51,-0.6,0.26
2018,7,12,19.45,0.17,95.18,262.44,27.15,5.45,26.58,5.58,41.64,-0.52,-0.62,0.26
2018,7,13,19.61,1.08,95.16,267.5,26.52,6.14,26.14,5.37,40.4,-0.56,-0.65,0.25
2018,7,14,20.3,0.14,95.1,260.94,26.93,6.09,26.45,5.15,39.16,-0.6,-0.68,0.24
2018,7,15,19.82,0.16,95.04,263.81,27.59,7.27,27.01,4.93,37.93,-0.63,-0.71,0.24
2018,7,16,19.3,0.89,95.12,266.81,26.76,6.22,26.33,4.78,36.63,-0.66,-0.74,0.23
2018,7,17,19.01,0.25,95.14,268.31,27.46,5.7,26.88,4.62,35.34,-0.7,-0.76,0.22
2018,7,18,19.4,0.04,95.18,268.12,27.63,4.75,26.96,4.47,34.04,-0.73,-0.78,0.21
2018,7,19,20.67,2.97,95.19,262.5,26.82,4.67,26.44,4.35,33.0,-0.76,-0.8,0.2
2018,7,20,20.11,2.34,95.21,264.19,26.75,4.79,26.45,4.24,31.96,-0.78,-0.82,0.2
2018,7,21,20.0,0.03,95.31,264.56,26.98,5.18,26.47,4.12,30.92,-0.81,-0.84,0.19
2018,7,22,19.36,0.02,95.25,271.31,28.02,4.88,27.29,4.02,30.0,-0.83,-0.86,0.19
2018,7,23,19.91,2.08,95.21,267.88,28.21,5.14,27.34,3.93,29.08,-0.86,-0.87,0.18
2018,7,24,20.19,3.53,95.33,270.06,28.11,4.38,27.19,3.83,28.16,-0.88,-0.89,0.18
2018,7,25,20.62,1.46,95.34,268.62,27.64,4.57,27.01,3.89,27.61,-0.9,-0.89,0.17
2018,7,26,20.33,0.44,95.39,269.19,27.58,3.38,26.91,3.94,27.06,-0.92,-0.89,0.17
2018,7,27,19.85,0.18,95.35,273.69,28.58,4.21,27.46,4.0,26.5,-0.94,-0.89,0.17
2018,7,28,20.31,0.87,95.29,266.94,28.37,3.86,27.32,3.97,26.28,-0.95,-0.89,0.17
2018,7,29,20.72,0.27,95.21,271.06,27.26,3.85,26.77,3.94,26.05,-0.96,-0.9,0.16
2018,7,30,20.82,0.41,95.22,272.25,27.61,3.29,26.95,3.91,25.82,-0.97,-0.91,0.16
2018,7,31,20.5,0.98,95.31,265.62,26.83,4.02,26.36,3.88,25.4,-0.99,-0.92,0.16
2018,8,1,19.88,1.94,95.38,266.88,27.42,4.42,26.59,3.85,24.98,-1.01,-0.93,0.16
2018,8,2,19.83,0.19,95.42,274.06,28.45,3.38,27.4,3.81,24.56,-1.03,-0.94,0.16
2018,8,3,19.13,0.37,95.51,278.19,26.48,3.61,26.07,3.57,24.0,-1.05,-0.99,0.15
2018,8,4,18.77,0.12,95.45,288.12,28.03,4.52,26.99,3.33,23.43,-1.08,-1.03,0.15
2018,8,5,19.19,0.05,95.42,280.69,27.84,4.3,27.12,3.09,22.87,-1.1,-1.07,0.14
2018,8,6,18.91,2.98,95.3,274.5,28.25,4.74,27.3,3.13,22.42,-1.12,-1.08,0.14
2018,8,7,18.43,0.65,95.19,270.19,27.5,5.55,26.58,3.16,21.96,-1.14,-1.08,0.14
2018,8,8,19.33,1.48,95.19,265.25,26.95,5.41,26.24,3.2,21.51,-1.16,-1.08,0.14
2018,8,9,18.82,0.44,95.37,275.81,27.69,5.39,26.91,3.33,21.43,-1.18,-1.08,0.14
2018,8,10,19.43,2.7,95.49,279.88,26.84,3.93,26.37,3.46,21.36,-1.19,-1.07,0.14
2018,8,11,19.17,1.69,95.37,271.81,26.52,5.53,26.09,3.58,21.28,-1.2,-1.07,0.14
2018,8,12,18.96,2.46,95.28,270.94,25.69,3.8,25.28,3.67,21.88,-1.2,-1.07,0.14
2018,8,13,18.44,1.16,95.29,271.12,26.8,6.9,26.16,3.76,22.49,-1.2,-1.07,0.14
2018,8,14,19.87,3.73,95.18,264.56,26.87,4.95,26.17,3.86,23.09,-1.2,-1.07,0.15
2018,8,15,21.55,4.82,95.11,248.31,25.48,3.97,25.25,3.6,22.85,-1.23,-1.12,0.14
2018,8,16,19.87,0.78,95.11,265.44,26.83,7.3,26.39,3.34,22.61,-1.26,-1.17,0.14
2018,8,17,19.53,0.16,95.06,273.94,27.51,5.54,26.96,3.08,22.37,-1.29,-1.22,0.14
2018,8,18,19.13,0.08,95.09,271.94,28.04,4.9,27.26,2.98,21.8,-1.32,-1.25,0.14
2018,8,19,19.17,0.01,95.11,278.56,27.44,4.98,26.97,2.89,21.22,-1.35,-1.27,0.13
2018,8,20,18.61,0.02,95.18,279.0,27.8,5.34,26.99,2.8,20.64,-1.38,-1.3,0.13
2018,8,21,18.58,0.1,95.29,272.69,28.94,5.34,27.63,2.87,20.14,-1.41,-1.3,0.13
2018,8,22,18.3,0.02,95.35,279.69,28.26,5.09,27.32,2.94,19.64,-1.43,-1.3,0.12
2018,8,23,19.55,0.32,95.37,283.25,28.47,4.57,27.61,3.01,19.14,-1.46,-1.31,0.12
2018,8,24,19.99,4.11,95.35,289.06,27.98,5.02,27.2,3.0,19.11,-1.47,-1.33,0.12
2018,8,25,20.06,1.13,95.33,303.88,28.29,5.09,27.32,2.98,19.09,-1.48,-1.36,0.12
2018,8,26,19.51,0.84,95.22,293.94,28.71,3.89,27.65,2.96,19.06,-1.49,-1.38,0.12
2018,8,27,19.47,2.72,95.25,287.06,27.55,4.06,26.75,4.58,20.03,-1.48,-1.18,0.13
2018,8,28,19.45,3.39,95.3,276.56,27.65,3.88,26.51,6.2,20.99,-1.47,-0.99,0.15
2018,8,29,19.49,0.96,95.35,278.25,28.48,4.33,27.29,7.82,21.95,-1.46,-0.79,0.16
2018,8,30,20.22,5.0,95.3,275.62,28.01,4.33,27.06,6.63,24.64,-1.41,-0.98,0.17
2018,8,31,20.33,3.28,95.36,266.44,27.14,2.68,26.4,5.44,27.32,-1.37,-1.18,0.18
2018,9,1,20.19,1.2,95.48,250.25,27.78,3.73,26.77,4.25,30.01,-1.32,-1.37,0.19
2018,9,2,19.46,0.0,95.45,283.0,28.05,3.54,27.4,3.96,28.98,-1.37,-1.44,0.18
2018,9,3,17.99,0.0,95.45,311.5,28.99,2.55,27.62,3.68,27.96,-1.43,-1.51,0.17
2018,9,4,18.24,0.05,95.47,279.75,29.69,3.09,28.09,3.39,26.93,-1.48,-1.58,0.17
2018,9,5,18.23,0.01,95.4,296.06,29.81,3.92,28.26,3.95,25.87,-1.54,-1.52,0.16
2018,9,6,17.03,0.0,95.29,283.75,30.42,2.77,28.6,4.5,24.81,-1.59,-1.47,0.16
2018,9,7,17.12,0.0,95.36,285.06,30.04,3.94,28.3,5.05,23.74,-1.65,-1.42,0.16
2018,9,8,17.57,0.0,95.35,292.06,30.99,4.45,28.94,7.24,26.75,-1.6,-1.12,0.19
2018,9,9,18.84,2.54,95.42,222.25,31.54,3.06,29.15,9.43,29.76,-1.54,-0.82,0.21
2018,9,10,20.52,4.84,95.62,190.62,27.88,2.27,26.67,11.61,32.76,-1.49,-0.52,0.24
2018,9,11,19.72,0.53,95.61,213.06,30.39,2.48,28.62,13.49,38.53,-1.37,-0.3,0.28
2018,9,12,20.17,5.27,95.48,232.94,29.91,4.25,28.61,15.37,44.3,-1.25,-0.07,0.33
2018,9,13,20.69,3.18,95.41,198.19,30.5,1.28,28.59,17.25,50.07,-1.13,0.16,0.37
