Year,MO,DY,T2MDEW,PRECTOTCORR,PS,WD10M,TS,WS10M_RANGE,T2M,SUSM,SSM,SMP,SSMA,SUSMA
2018,1,2,-7.37,0.0,98.92,73.12,14.56,2.77,14.84,9.38,2.63,0.11,-0.33,-0.36
2018,1,3,-6.43,0.0,98.94,101.38,14.98,3.3,16.1,9.32,2.62,0.11,-0.34,-0.38
2018,1,4,-8.4,0.0,98.89,219.75,14.84,3.6,16.43,9.26,2.61,0.11,-0.35,-0.4
2018,1,5,-4.49,0.0,98.86,187.69,15.94,2.66,17.58,9.28,2.62,0.11,-0.34,-0.38
2018,1,6,-3.04,0.0,98.89,171.62,15.76,2.1,15.47,9.3,2.63,0.11,-0.32,-0.36
2018,1,7,-4.25,0.0,99.04,156.25,14.9,3.15,14.73,9.32,2.64,0.11,-0.3,-0.34
2018,1,8,-6.0,0.0,99.11,79.81,15.09,3.2,15.05,9.28,2.63,0.11,-0.32,-0.37
2018,1,9,-4.52,0.0,99.3,77.31,16.12,3.38,16.02,9.23,2.62,0.11,-0.34,-0.39
2018,1,10,-3.58,0.0,99.35,113.38,17.19,2.62,17.09,9.18,2.6,0.11,-0.35,-0.41
2018,1,11,-2.56,0.0,99.26,160.69,18.14,2.0,18.17,9.22,2.61,0.11,-0.35,-0.41
2018,1,12,-1.07,0.0,99.13,153.69,19.26,1.39,19.89,9.25,2.62,0.11,-0.36,-0.4
2018,1,13,4.76,0.0,99.07,156.94,21.48,2.02,21.26,9.29,2.63,0.11,-0.36,-0.4
2018,1,14,1.58,0.0,99.06,156.56,20.42,2.27,20.51,9.23,2.6,0.11,-0.38,-0.43
2018,1,15,-7.49,0.0,99.14,50.81,19.3,2.83,19.09,9.16,2.58,0.11,-0.41,-0.47
2018,1,16,-6.3,0.0,98.83,182.38,18.71,3.14,20.01,9.1,2.56,0.11,-0.44,-0.5
2018,1,17,0.21,0.0,98.82,238.31,18.76,4.12,19.85,9.09,2.56,0.11,-0.44,-0.51
2018,1,18,-2.8,0.0,99.0,168.19,18.26,2.99,19.2,9.07,2.56,0.11,-0.43,-0.52
2018,1,19,-1.62,0.0,99.14,135.75,18.08,3.18,17.55,9.05,2.56,0.11,-0.43,-0.52
2018,1,20,-7.17,0.0,99.09,109.56,16.65,2.59,16.28,9.05,2.56,0.11,-0.43,-0.53
2018,1,21,-6.67,0.0,98.85,131.94,17.53,3.61,17.69,9.05,2.57,0.11,-0.42,-0.53
2018,1,22,-4.68,0.0,98.61,218.44,17.43,4.04,18.53,9.05,2.57,0.11,-0.42,-0.53
2018,1,23,-1.74,0.0,98.61,282.0,16.47,5.27,17.02,9.02,2.56,0.11,-0.43,-0.54
2018,1,24,-5.63,0.0,98.91,82.12,15.8,1.63,16.41,8.99,2.55,0.11,-0.43,-0.55
2018,1,25,-5.3,0.0,98.85,201.81,15.8,3.31,16.83,8.96,2.54,0.1,-0.44,-0.56
2018,1,26,-6.17,0.0,98.83,188.44,16.44,1.99,18.05,8.95,2.54,0.1,-0.44,-0.56
2018,1,27,-7.13,0.0,98.8,130.62,17.02,3.15,17.81,8.94,2.53,0.1,-0.44,-0.56
2018,1,28,-7.45,0.0,98.84,88.56,17.88,2.75,18.49,8.93,2.53,0.1,-0.44,-0.56
2018,1,29,-5.55,0.0,99.02,176.75,19.12,2.21,20.42,8.97,2.54,0.11,-0.42,-0.53
2018,1,30,-3.1,0.0,99.15,182.94,19.94,2.74,21.42,9.01,2.56,0.11,-0.39,-0.5
2018,1,31,-1.06,0.0,99.05,204.31,20.69,1.63,21.97,9.05,2.57,0.11,-0.37,-0.48
2018,2,1,-0.78,0.0,98.97,237.12,20.2,3.66,21.89,9.07,2.58,0.11,-0.35,-0.46
2018,2,2,0.8,0.0,98.81,237.19,19.73,2.49,19.77,9.08,2.59,0.11,-0.33,-0.44
2018,2,3,-2.91,0.0,98.95,102.19,19.68,3.11,18.85,9.1,2.59,0.11,-0.31,-0.42
2018,2,4,-7.37,0.0,99.02,63.06,19.07,3.63,18.33,9.14,2.6,0.11,-0.29,-0.4
2018,2,5,-4.76,0.0,99.11,104.94,20.62,4.34,19.77,9.18,2.61,0.11,-0.28,-0.37
2018,2,6,-0.67,0.0,99.12,68.25,21.19,3.41,20.91,9.22,2.62,0.11,-0.26,-0.35
2018,2,7,-6.71,0.0,98.98,158.38,20.73,2.88,19.92,9.15,2.6,0.11,-0.28,-0.38
2018,2,8,-10.31,0.0,98.81,178.5,17.69,2.93,18.27,9.08,2.57,0.11,-0.3,-0.41
2018,2,9,-11.52,0.0,98.8,156.31,17.94,1.73,18.56,9.01,2.55,0.1,-0.32,-0.44
2018,2,10,-7.69,0.0,98.78,153.25,20.22,2.67,20.73,9.0,2.55,0.1,-0.3,-0.44
2018,2,11,0.28,0.0,98.75,206.88,19.86,2.1,19.98,8.98,2.56,0.1,-0.3,-0.44
2018,2,12,0.57,0.0,99.09,262.44,19.73,2.6,19.28,8.96,2.56,0.1,-0.28,-0.45
2018,2,13,-0.31,0.0,99.6,61.38,19.62,2.25,18.8,8.99,2.56,0.11,-0.28,-0.41
2018,2,14,-0.06,0.0,99.72,64.06,20.08,1.7,19.12,9.02,2.55,0.11,-0.28,-0.38
2018,2,15,1.22,0.0,99.56,183.31,21.63,3.11,20.55,9.04,2.55,0.11,-0.28,-0.34
2018,2,16,1.34,0.0,99.37,182.12,22.34,2.78,21.94,9.03,2.54,0.11,-0.28,-0.34
2018,2,17,0.99,0.0,98.93,217.31,22.29,3.15,23.24,9.01,2.54,0.11,-0.28,-0.33
2018,2,18,-0.42,0.0,98.71,171.88,23.05,1.84,23.79,8.99,2.53,0.1,-0.28,-0.32
2018,2,19,-1.1,0.0,98.77,164.5,24.46,2.41,24.77,8.95,2.52,0.1,-0.3,-0.34
2018,2,20,0.04,0.0,98.78,217.88,24.97,1.67,25.37,8.91,2.5,0.1,-0.31,-0.35
2018,2,21,3.45,0.0,98.66,252.5,25.21,1.17,25.38,8.86,2.49,0.1,-0.33,-0.37
2018,2,22,1.38,0.0,98.54,257.56,25.3,2.73,25.24,8.9,2.5,0.1,-0.29,-0.34
2018,2,23,5.21,0.0,98.53,222.19,25.7,4.56,25.47,8.93,2.52,0.1,-0.26,-0.3
2018,2,24,6.83,0.0,98.75,234.62,24.57,3.22,24.17,8.96,2.53,0.1,-0.23,-0.27
2018,2,25,4.5,0.0,99.12,34.25,24.92,2.27,23.76,8.96,2.52,0.1,-0.25,-0.27
2018,2,26,2.55,0.0,99.01,161.5,25.23,2.98,23.78,8.96,2.51,0.1,-0.26,-0.27
2018,2,27,3.88,0.0,98.83,174.88,26.51,1.99,25.63,8.95,2.5,0.1,-0.27,-0.27
2018,2,28,3.45,0.0,98.72,192.12,26.05,2.44,26.27,8.97,2.52,0.11,-0.25,-0.26
2018,3,1,3.19,0.0,98.61,192.31,25.16,4.09,25.77,8.98,2.53,0.11,-0.23,-0.25
2018,3,2,3.48,0.0,98.57,255.25,26.55,3.3,25.95,9.0,2.54,0.11,-0.21,-0.24
2018,3,3,3.65,0.0,98.44,258.62,25.86,3.95,25.33,9.01,2.54,0.11,-0.22,-0.23
2018,3,4,6.51,0.0,98.45,183.88,27.19,3.91,25.7,9.02,2.53,0.11,-0.22,-0.22
2018,3,5,4.05,0.0,98.8,80.31,25.9,2.01,24.29,9.02,2.52,0.11,-0.23,-0.22
2018,3,6,-3.56,0.0,98.95,51.44,25.26,2.05,24.04,8.93,2.5,0.1,-0.25,-0.27
2018,3,7,-3.45,0.0,98.78,64.75,25.75,4.39,24.38,8.84,2.48,0.1,-0.27,-0.32
2018,3,8,-3.31,0.0,98.71,162.25,27.23,2.84,25.85,8.74,2.46,0.1,-0.28,-0.37
2018,3,9,3.0,0.0,98.7,182.31,28.04,2.37,27.04,8.72,2.46,0.1,-0.28,-0.37
2018,3,10,-1.63,0.0,98.73,190.5,26.33,3.6,26.44,8.7,2.45,0.1,-0.29,-0.37
2018,3,11,-2.76,0.0,98.7,224.25,25.87,3.19,26.65,8.68,2.45,0.1,-0.29,-0.38
2018,3,12,-3.02,0.0,98.7,204.62,26.89,2.47,27.29,8.89,2.58,0.11,-0.13,-0.24
2018,3,13,-1.64,0.0,98.57,230.75,26.42,4.89,25.8,9.1,2.71,0.11,0.03,-0.1
2018,3,14,5.13,0.0,98.44,227.38,26.26,4.37,25.08,9.31,2.84,0.11,0.2,0.03
2018,3,15,8.23,0.02,98.48,258.19,28.39,5.05,27.52,9.22,2.71,0.11,0.05,-0.02
2018,3,16,0.76,0.0,98.5,204.94,28.5,3.16,27.4,9.14,2.59,0.11,-0.1,-0.06
2018,3,17,-3.45,0.0,98.6,150.88,28.26,3.35,26.55,9.05,2.46,0.11,-0.25,-0.11
2018,3,18,-2.33,0.0,98.63,195.31,28.91,2.59,27.18,9.02,2.5,0.11,-0.21,-0.13
2018,3,19,3.08,0.0,98.74,299.69,29.41,2.05,28.12,8.98,2.54,0.11,-0.16,-0.14
2018,3,20,5.05,0.0,98.67,253.5,27.61,4.07,26.2,8.94,2.58,0.11,-0.12,-0.16
2018,3,21,3.83,0.02,98.51,267.0,27.19,3.0,25.66,8.84,2.53,0.1,-0.17,-0.21
2018,3,22,4.37,0.0,98.61,226.69,25.99,2.28,24.01,8.73,2.47,0.1,-0.22,-0.26
2018,3,23,4.46,0.0,98.68,165.94,26.99,2.24,25.15,8.63,2.42,0.1,-0.28,-0.31
2018,3,24,3.15,0.0,98.92,164.31,28.58,1.46,26.78,8.56,2.42,0.1,-0.27,-0.35
2018,3,25,0.07,0.0,99.0,180.94,29.94,3.41,28.37,8.49,2.42,0.1,-0.27,-0.38
2018,3,26,-3.53,0.0,98.9,226.94,29.4,2.87,29.01,8.43,2.42,0.1,-0.27,-0.42
2018,3,27,-5.19,0.0,98.49,242.88,29.26,4.68,29.98,8.39,2.41,0.1,-0.28,-0.44
2018,3,28,-1.97,0.0,98.41,275.56,30.72,2.4,29.97,8.35,2.4,0.1,-0.29,-0.46
2018,3,29,-5.6,0.0,98.43,202.69,31.43,2.72,30.7,8.31,2.39,0.1,-0.3,-0.48
2018,3,30,-7.66,0.0,98.23,224.25,30.86,4.26,30.55,8.3,2.39,0.1,-0.29,-0.47
2018,3,31,-2.73,0.0,98.17,247.88,30.94,1.67,30.0,8.3,2.39,0.1,-0.28,-0.47
2018,4,1,0.57,0.0,98.27,240.94,31.73,3.23,30.37,8.29,2.39,0.1,-0.27,-0.46
2018,4,2,1.14,0.0,98.39,239.19,31.31,2.17,30.07,8.34,2.4,0.1,-0.26,-0.42
2018,4,3,1.87,0.0,98.37,244.62,31.89,2.36,30.35,8.39,2.41,0.1,-0.24,-0.39
2018,4,4,4.76,0.0,98.2,249.75,31.92,1.59,30.61,8.44,2.42,0.1,-0.23,-0.36
2018,4,5,4.25,0.0,98.01,245.94,33.28,2.99,31.3,8.47,2.47,0.1,-0.19,-0.35
2018,4,6,7.37,0.06,98.1,265.94,33.37,2.48,31.6,8.49,2.51,0.1,-0.14,-0.34
2018,4,7,8.24,0.01,98.3,158.62,33.9,1.67,31.92,8.52,2.55,0.1,-0.1,-0.32
2018,4,8,6.44,0.06,98.31,226.88,34.02,2.8,32.37,8.68,2.56,0.1,-0.08,-0.23
2018,4,9,7.86,0.0,98.38,224.5,35.53,1.59,33.02,8.84,2.57,0.1,-0.07,-0.15
2018,4,10,6.34,0.04,98.27,190.25,35.52,1.73,33.3,9.01,2.58,0.11,-0.06,-0.06
2018,4,11,6.01,0.05,98.2,212.0,34.55,3.28,32.4,8.94,2.55,0.11,-0.09,-0.08
2018,4,12,6.12,0.08,98.19,254.06,34.47,4.52,32.21,8.88,2.51,0.1,-0.12,-0.11
2018,4,13,8.59,0.03,98.29,160.56,34.61,5.23,31.95,8.82,2.48,0.1,-0.15,-0.14
2018,4,14,6.26,0.43,98.23,208.69,34.09,2.71,32.44,8.71,2.45,0.1,-0.18,-0.2
2018,4,15,5.9,0.0,98.19,228.88,34.75,5.09,33.11,8.59,2.43,0.1,-0.2,-0.26
2018,4,16,7.37,0.0,98.37,254.5,34.13,2.88,32.49,8.47,2.41,0.1,-0.22,-0.32
2018,4,17,4.31,0.0,98.54,295.75,33.56,1.98,31.64,8.46,2.41,0.1,-0.22,-0.32
2018,4,18,2.21,0.0,98.48,207.69,33.71,3.84,32.21,8.44,2.41,0.1,-0.22,-0.32
2018,4,19,4.19,0.0,98.09,256.12,35.1,3.22,33.0,8.43,2.41,0.1,-0.22,-0.32
2018,4,20,4.43,0.0,98.04,265.81,32.27,5.52,30.8,8.37,2.4,0.1,-0.23,-0.36
2018,4,21,-9.32,0.0,98.39,198.88,31.24,2.1,28.79,8.31,2.39,0.1,-0.24,-0.39
2018,4,22,-8.63,0.0,98.53,178.19,30.74,3.46,28.23,8.25,2.38,0.1,-0.25,-0.42
2018,4,23,-6.48,0.0,98.51,185.5,31.84,3.27,29.79,8.23,2.38,0.1,-0.25,-0.43
2018,4,24,-8.56,0.0,98.35,257.25,32.15,3.22,31.6,8.22,2.38,0.1,-0.25,-0.43
2018,4,25,2.09,0.0,98.13,242.38,33.59,3.25,32.14,8.21,2.38,0.1,-0.25,-0.44
2018,4,26,8.87,0.0,98.0,248.06,35.23,3.61,33.49,8.24,2.39,0.1,-0.24,-0.42
2018,4,27,9.3,0.0,98.11,246.19,36.49,2.67,34.76,8.28,2.39,0.1,-0.24,-0.41
2018,4,28,10.14,0.0,98.1,244.12,37.44,2.84,35.64,8.31,2.4,0.1,-0.23,-0.39
2018,4,29,11.88,0.0,97.93,246.69,37.94,2.82,35.9,8.32,2.4,0.1,-0.24,-0.38
2018,4,30,13.39,0.0,97.76,237.5,37.63,3.8,35.57,8.33,2.4,0.1,-0.24,-0.38
2018,5,1,10.27,0.0,97.86,240.81,37.74,4.44,36.2,8.34,2.41,0.1,-0.24,-0.37
2018,5,2,8.14,0.14,97.98,233.62,37.12,2.99,35.05,8.38,2.42,0.1,-0.23,-0.36
2018,5,3,7.95,0.0,98.03,231.81,36.65,3.98,34.38,8.43,2.44,0.1,-0.22,-0.34
2018,5,4,11.73,0.0,98.09,251.69,36.43,3.12,34.26,8.47,2.46,0.1,-0.22,-0.33
2018,5,5,9.26,0.0,98.08,253.88,38.26,2.58,35.93,9.81,3.27,0.12,0.5,0.21
2018,5,6,5.19,0.0,98.18,248.25,36.58,3.45,34.38,11.16,4.09,0.14,1.21,0.76
2018,5,7,8.62,0.0,98.16,239.06,34.9,2.86,32.55,12.5,4.91,0.16,1.92,1.3
2018,5,8,13.51,0.66,98.11,234.62,34.76,3.99,32.08,12.42,4.18,0.16,1.28,1.25
2018,5,9,13.56,0.0,98.18,236.69,36.51,3.83,33.98,12.34,3.44,0.15,0.64,1.2
2018,5,10,12.6,0.0,98.28,247.38,37.48,3.59,35.3,12.26,2.71,0.14,0.01,1.15
2018,5,11,10.7,0.0,98.12,248.56,38.15,2.86,35.83,11.32,2.64,0.13,-0.05,0.79
2018,5,12,6.3,0.2,98.09,240.25,37.77,2.8,35.2,10.37,2.56,0.12,-0.11,0.43
2018,5,13,12.64,0.0,98.05,246.12,37.7,2.16,35.06,9.43,2.48,0.11,-0.17,0.06
2018,5,14,12.37,0.0,98.08,253.0,36.98,3.34,34.8,9.22,2.47,0.11,-0.18,-0.02
2018,5,15,12.4,0.18,97.93,243.19,37.99,3.92,35.93,9.01,2.46,0.1,-0.2,-0.11
2018,5,16,10.68,0.0,97.88,246.06,37.84,4.23,35.48,8.79,2.45,0.1,-0.22,-0.2
2018,5,17,9.28,0.0,97.82,239.5,38.32,1.89,35.94,8.69,2.44,0.1,-0.23,-0.25
2018,5,18,6.44,0.0,97.79,251.06,37.93,2.21,35.61,8.6,2.43,0.1,-0.25,-0.3
2018,5,19,5.87,0.0,97.8,262.75,37.79,1.95,35.51,8.5,2.43,0.1,-0.27,-0.35
2018,5,20,7.44,0.0,97.9,136.06,39.05,2.34,35.75,8.5,2.43,0.1,-0.27,-0.37
2018,5,21,7.5,0.0,97.93,182.0,39.8,3.5,36.55,8.5,2.43,0.1,-0.28,-0.38
2018,5,22,6.19,0.0,97.95,249.0,38.62,1.77,35.81,8.51,2.43,0.1,-0.28,-0.4
2018,5,23,0.62,0.0,97.86,322.44,38.34,2.34,36.09,8.46,2.42,0.1,-0.29,-0.41
2018,5,24,-4.15,0.0,97.8,252.06,38.36,2.95,35.65,8.42,2.41,0.1,-0.3,-0.43
2018,5,25,6.6,0.0,97.81,264.31,38.73,3.68,35.98,8.38,2.4,0.1,-0.3,-0.45
2018,5,26,2.13,0.0,97.72,278.62,38.76,1.88,36.38,8.37,2.41,0.1,-0.31,-0.46
2018,5,27,-3.24,0.0,97.68,278.81,39.1,4.16,37.17,8.35,2.41,0.1,-0.31,-0.48
2018,5,28,4.85,0.0,97.48,261.12,40.5,3.2,37.3,8.33,2.41,0.1,-0.32,-0.49
2018,5,29,11.78,0.0,97.39,235.06,39.18,4.2,36.81,8.36,2.41,0.1,-0.32,-0.49
2018,5,30,16.93,0.0,97.5,232.38,38.68,4.74,35.62,8.4,2.42,0.1,-0.32,-0.49
2018,5,31,13.8,0.0,97.66,240.12,39.33,4.95,36.94,8.43,2.42,0.1,-0.33,-0.49
2018,6,1,12.82,0.05,97.77,245.75,39.62,4.41,37.17,8.44,2.42,0.1,-0.32,-0.49
2018,6,2,12.37,0.0,97.78,249.94,40.08,3.53,37.7,8.44,2.43,0.1,-0.32,-0.5
2018,6,3,10.87,0.0,97.67,249.94,38.7,4.26,36.57,8.45,2.44,0.1,-0.31,-0.5
2018,6,4,14.7,0.0,97.56,244.56,38.79,3.95,36.5,8.46,2.44,0.1,-0.32,-0.5
2018,6,5,13.99,0.0,97.7,253.94,39.63,4.16,37.09,8.48,2.44,0.1,-0.32,-0.5
2018,6,6,13.16,0.0,97.82,260.81,40.87,4.47,38.22,8.49,2.44,0.1,-0.33,-0.5
2018,6,7,17.43,0.0,97.48,245.88,40.56,4.51,37.87,8.68,2.66,0.1,-0.19,-0.44
2018,6,8,19.5,0.0,97.27,239.69,39.48,5.8,36.41,8.86,2.88,0.11,-0.05,-0.38
2018,6,9,21.14,0.0,97.14,230.62,38.83,5.41,35.83,9.05,3.1,0.11,0.08,-0.32
2018,6,10,21.1,1.64,97.21,238.06,38.87,4.95,35.86,9.36,2.93,0.11,-0.05,-0.27
2018,6,11,19.51,1.94,97.22,245.62,40.08,4.2,37.43,9.68,2.76,0.11,-0.18,-0.22
2018,6,12,20.1,0.0,97.1,234.81,38.54,4.14,36.36,9.99,2.58,0.12,-0.31,-0.16
2018,6,13,19.8,0.0,97.2,234.31,37.33,3.12,35.34,9.64,2.55,0.11,-0.33,-0.25
2018,6,14,18.69,0.0,97.34,232.31,36.27,2.63,34.05,9.3,2.51,0.11,-0.34,-0.34
2018,6,15,19.7,0.0,97.43,229.75,36.47,2.66,34.23,8.95,2.48,0.1,-0.35,-0.42
2018,6,16,19.44,0.0,97.59,227.75,36.42,6.16,34.2,8.99,2.58,0.11,-0.33,-0.42
2018,6,17,20.34,0.02,97.58,227.94,36.46,5.06,33.95,9.04,2.67,0.11,-0.31,-0.42
2018,6,18,19.54,0.02,97.6,232.75,38.19,5.73,35.01,9.09,2.77,0.11,-0.29,-0.42
2018,6,19,18.94,0.07,97.59,234.44,38.37,4.71,35.66,9.18,2.71,0.11,-0.32,-0.42
2018,6,20,15.31,0.0,97.63,228.19,39.62,4.09,36.19,9.28,2.66,0.11,-0.34,-0.41
2018,6,21,16.17,0.0,97.62,249.0,40.11,3.77,36.43,9.37,2.61,0.11,-0.37,-0.41
2018,6,22,18.21,0.06,97.54,231.88,40.18,6.35,36.82,10.17,3.21,0.12,-0.17,-0.3
2018,6,23,20.56,0.03,97.56,223.44,39.63,6.85,36.21,10.98,3.81,0.14,0.02,-0.19
2018,6,24,22.48,7.97,97.59,203.88,35.62,4.32,33.71,11.79,4.41,0.15,0.21,-0.07
2018,6,25,21.76,0.33,97.38,226.25,36.6,5.39,34.15,15.62,8.08,0.22,1.25,0.36
2018,6,26,22.45,8.17,97.31,184.88,32.33,2.52,30.53,19.45,11.74,0.29,2.29,0.8
2018,6,27,23.03,4.15,97.38,221.81,31.5,4.93,29.87,23.28,15.41,0.35,3.33,1.24
2018,6,28,22.84,14.23,97.46,208.62,30.19,2.27,28.79,28.92,13.97,0.39,2.9,1.9
2018,6,29,23.52,16.33,97.46,231.81,30.26,4.35,28.41,34.55,12.53,0.43,2.47,2.56
2018,6,30,23.12,4.57,97.66,227.19,31.81,3.76,30.14,40.19,11.08,0.47,2.05,3.22
2018,7,1,22.53,0.03,97.69,227.06,31.99,5.99,30.66,36.52,9.34,0.42,1.47,2.74
2018,7,2,22.29,0.04,97.48,217.19,33.04,3.94,31.58,32.86,7.6,0.37,0.9,2.26
2018,7,3,23.32,0.25,97.37,215.75,32.82,3.91,31.27,29.2,5.86,0.32,0.32,1.78
2018,7,4,22.88,0.24,97.41,222.06,32.44,4.72,30.9,26.44,5.42,0.29,0.16,1.35
2018,7,5,22.63,2.89,97.6,228.19,32.81,3.66,31.07,23.69,4.97,0.26,0.01,0.91
2018,7,6,22.87,1.01,97.66,243.81,32.76,3.16,31.28,20.94,4.52,0.23,-0.15,0.48
2018,7,7,22.33,0.26,97.59,241.75,33.59,3.3,31.79,19.33,4.23,0.21,-0.24,0.25
2018,7,8,22.65,0.15,97.49,235.38,33.73,3.3,31.97,17.71,3.95,0.19,-0.34,0.02
2018,7,9,22.44,0.25,97.4,229.88,34.5,3.43,32.62,16.1,3.66,0.17,-0.44,-0.2
2018,7,10,22.7,1.79,97.44,227.88,34.16,2.92,32.34,15.85,4.1,0.18,-0.39,-0.27
2018,7,11,22.49,0.02,97.39,225.62,33.9,3.57,32.04,15.61,4.54,0.18,-0.34,-0.33
2018,7,12,22.48,0.41,97.32,222.12,34.08,2.12,32.04,15.37,4.99,0.18,-0.3,-0.39
2018,7,13,22.96,2.67,97.39,202.5,32.71,3.8,30.62,18.24,6.9,0.22,0.01,-0.2
2018,7,14,23.83,9.84,97.33,228.5,31.99,2.84,30.46,21.12,8.82,0.27,0.32,-0.02
2018,7,15,23.65,3.99,97.22,255.69,32.73,3.55,31.23,23.99,10.74,0.31,0.62,0.17
2018,7,16,24.74,1.6,97.24,178.25,33.23,3.03,31.73,28.23,12.69,0.37,0.88,0.35
2018,7,17,25.15,3.47,97.3,201.75,33.51,2.7,32.04,32.47,14.64,0.42,1.14,0.53
2018,7,18,25.12,7.97,97.41,305.12,34.23,1.38,32.2,36.71,16.6,0.48,1.39,0.71
2018,7,19,24.98,27.85,97.43,260.94,31.43,2.57,30.54,40.56,16.9,0.51,1.4,0.81
2018,7,20,24.76,14.88,97.39,260.5,30.27,2.66,29.44,44.42,17.2,0.55,1.41,0.91
2018,7,21,24.41,9.24,97.47,231.31,30.12,2.45,29.13,48.27,17.5,0.58,1.42,1.01
2018,7,22,23.41,1.18,97.47,217.94,31.4,3.37,30.01,50.25,16.57,0.59,1.2,1.05
2018,7,23,23.43,1.08,97.42,219.62,31.39,3.33,29.91,52.23,15.63,0.6,0.99,1.1
2018,7,24,23.61,0.42,97.58,230.5,30.74,2.91,29.5,54.21,14.7,0.6,0.78,1.14
2018,7,25,23.49,0.34,97.56,213.62,30.87,3.55,29.74,51.36,13.06,0.56,0.49,0.93
2018,7,26,22.35,0.01,97.53,219.31,30.39,3.3,29.26,48.52,11.42,0.52,0.2,0.72
2018,7,27,22.4,0.05,97.48,213.12,30.78,2.92,29.43,45.68,9.78,0.48,-0.08,0.52
2018,7,28,22.13,0.01,97.56,213.5,30.96,2.84,29.55,42.65,9.08,0.45,-0.21,0.33
2018,7,29,22.16,0.0,97.63,219.56,31.08,2.92,29.59,39.62,8.37,0.41,-0.34,0.14
2018,7,30,22.0,0.0,97.63,216.19,30.87,3.05,29.47,36.6,7.67,0.38,-0.46,-0.05
2018,7,31,21.58,0.0,97.6,222.38,30.95,3.29,29.55,34.08,7.14,0.35,-0.56,-0.19
2018,8,1,21.41,0.0,97.6,221.69,31.12,3.75,29.87,31.57,6.6,0.33,-0.66,-0.34
2018,8,2,21.55,0.0,97.76,222.56,30.94,2.45,29.57,29.05,6.07,0.3,-0.76,-0.48
2018,8,3,21.34,0.0,97.82,228.94,31.05,3.47,29.79,27.0,5.76,0.28,-0.83,-0.59
2018,8,4,21.69,0.0,97.75,221.94,30.56,3.06,29.3,24.94,5.44,0.26,-0.9,-0.71
2018,8,5,21.87,0.0,97.68,220.38,30.23,3.37,29.3,22.88,5.13,0.24,-0.96,-0.82
2018,8,6,21.9,0.0,97.54,216.69,31.06,3.14,29.65,23.18,6.53,0.26,-0.72,-0.79
2018,8,7,21.5,0.0,97.51,210.5,31.33,3.38,29.75,23.48,7.93,0.28,-0.48,-0.77
2018,8,8,22.4,7.4,97.61,220.5,31.98,3.4,30.07,23.77,9.33,0.29,-0.23,-0.74
2018,8,9,23.41,12.5,97.86,272.0,31.13,2.57,29.69,24.25,8.17,0.29,-0.43,-0.7
2018,8,10,23.07,27.27,97.91,237.75,30.48,3.66,29.53,24.73,7.01,0.28,-0.63,-0.66
2018,8,11,21.57,0.06,97.64,229.12,30.69,4.49,29.58,25.2,5.84,0.28,-0.82,-0.62
2018,8,12,22.12,0.02,97.31,219.31,30.86,4.38,29.63,23.23,5.43,0.26,-0.9,-0.74
2018,8,13,22.48,0.0,97.33,211.56,31.21,3.16,29.86,21.25,5.01,0.23,-0.97,-0.86
2018,8,14,22.77,0.04,97.53,218.31,31.77,3.05,30.15,19.28,4.6,0.21,-1.05,-0.98
2018,8,15,23.41,0.39,97.65,212.75,31.9,3.53,30.33,19.53,6.66,0.23,-0.63,-0.96
2018,8,16,23.55,3.9,97.73,174.94,31.79,2.8,30.38,19.78,8.72,0.25,-0.22,-0.93
2018,8,17,24.14,2.98,97.45,124.75,31.95,2.77,30.96,20.04,10.78,0.27,0.2,-0.91
2018,8,18,24.44,6.26,97.47,240.69,30.94,2.88,29.93,22.67,10.22,0.29,0.09,-0.68
2018,8,19,24.02,2.81,97.6,241.81,30.98,3.77,29.66,25.31,9.67,0.31,-0.03,-0.46
2018,8,20,23.7,2.88,97.73,240.25,30.26,2.61,29.3,27.94,9.12,0.33,-0.14,-0.24
2018,8,21,23.08,2.35,97.69,251.25,29.77,2.71,28.99,27.85,8.24,0.32,-0.28,-0.26
2018,8,22,22.87,1.72,97.71,237.81,29.44,2.05,28.54,27.75,7.37,0.31,-0.43,-0.29
2018,8,23,22.68,0.45,97.81,221.44,29.19,2.84,28.12,27.65,6.49,0.3,-0.57,-0.31
2018,8,24,22.48,0.03,97.79,218.25,29.87,4.03,28.79,25.94,6.14,0.28,-0.62,-0.42
2018,8,25,22.05,0.0,97.72,224.88,30.56,2.55,29.12,24.22,5.78,0.26,-0.66,-0.53
2018,8,26,21.65,0.1,97.67,219.44,30.11,3.71,28.52,22.5,5.43,0.24,-0.71,-0.64
2018,8,27,21.81,0.11,97.79,224.06,31.06,3.94,29.17,21.92,5.52,0.24,-0.68,-0.67
2018,8,28,21.4,4.95,97.82,254.44,30.62,4.09,29.4,21.34,5.61,0.23,-0.66,-0.7
2018,8,29,22.04,3.06,97.9,263.69,30.55,3.95,29.46,20.76,5.7,0.23,-0.63,-0.73
2018,8,30,22.44,0.2,97.86,229.5,30.14,2.77,28.92,19.98,5.26,0.22,-0.68,-0.76
2018,8,31,21.94,0.0,97.89,219.69,29.48,3.93,28.32,19.2,4.82,0.21,-0.73,-0.78
2018,9,1,21.63,0.0,98.03,215.19,30.22,3.38,28.79,18.43,4.37,0.2,-0.77,-0.81
2018,9,2,21.55,0.0,97.98,218.88,30.51,2.18,28.84,17.64,4.2,0.19,-0.77,-0.82
